Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
15613,23-02-2024 17:00,02-21-2024 01:00,21-02-2024 05:19,Mumbai,422,FRAUD,46,F,Firearm,Other Crime,13,Yes,20-05-2024 17:00,87
15614,23-02-2024 19:00,02-22-2024 06:00,22-02-2024 19:13,Bhopal,175,VEHICLE - STOLEN,36,F,Firearm,Violent Crime,13,Yes,07-03-2024 19:00,13
15615,23-02-2024 19:00,02-23-2024 04:00,23-02-2024 05:54,Chennai,560,FIREARM OFFENSE,70,M,Firearm,Fire Accident,7,Yes,15-05-2024 19:00,82
15616,23-02-2024 19:00,02-21-2024 06:00,21-02-2024 14:52,Bhopal,190,COUNTERFEITING,35,M,Blunt Object,Other Crime,1,Yes,24-04-2024 19:00,61
15617,23-02-2024 20:00,02-20-2024 21:00,20-02-2024 21:57,Delhi,416,KIDNAPPING,61,F,Explosives,Other Crime,17,Yes,30-04-2024 20:00,67
15618,23-02-2024 21:00,02-23-2024 17:00,24-02-2024 06:15,Delhi,487,VANDALISM,17,F,Explosives,Other Crime,6,No,,
15619,23-02-2024 21:00,02-21-2024 07:00,21-02-2024 10:35,Delhi,156,PUBLIC INTOXICATION,56,F,None,Other Crime,17,No,,
15620,23-02-2024 21:00,02-23-2024 19:00,24-02-2024 11:29,Pune,549,CYBERCRIME,60,M,Other,Other Crime,13,Yes,29-03-2024 21:00,35
15621,24-02-2024 01:00,02-22-2024 15:00,22-02-2024 19:54,Mumbai,378,COUNTERFEITING,40,M,Poison,Other Crime,15,Yes,01-04-2024 01:00,37
15622,24-02-2024 03:00,02-24-2024 00:00,24-02-2024 13:03,Pune,114,SEXUAL ASSAULT,25,F,Firearm,Violent Crime,1,No,,
15623,24-02-2024 05:00,02-23-2024 13:00,23-02-2024 19:00,Mumbai,412,TRAFFIC VIOLATION,72,F,Knife,Traffic Fatality,16,No,,
15624,24-02-2024 05:00,02-22-2024 23:00,23-02-2024 08:54,Hyderabad,336,BURGLARY,10,F,Other,Other Crime,8,No,,
15625,24-02-2024 05:00,02-22-2024 03:00,22-02-2024 03:18,Bangalore,291,SHOPLIFTING,41,F,Other,Other Crime,16,Yes,06-03-2024 05:00,11
15626,24-02-2024 05:00,02-22-2024 13:00,22-02-2024 19:50,Bangalore,108,EXTORTION,40,F,Knife,Other Crime,7,Yes,28-03-2024 05:00,33
15627,24-02-2024 05:00,02-23-2024 14:00,23-02-2024 23:39,Hyderabad,186,VEHICLE - STOLEN,58,M,Other,Violent Crime,7,No,,
15628,24-02-2024 06:00,02-22-2024 10:00,22-02-2024 12:12,Ghaziabad,460,KIDNAPPING,60,F,Explosives,Other Crime,10,No,,
15629,24-02-2024 08:00,02-22-2024 19:00,23-02-2024 08:32,Ahmedabad,590,DRUG OFFENSE,16,M,None,Other Crime,6,Yes,18-03-2024 08:00,23
15630,24-02-2024 14:00,02-23-2024 21:00,23-02-2024 23:20,Pune,444,COUNTERFEITING,71,F,Poison,Other Crime,5,Yes,26-03-2024 14:00,31
15631,24-02-2024 16:00,02-24-2024 10:00,24-02-2024 20:53,Delhi,165,BURGLARY,40,M,Other,Other Crime,3,Yes,11-06-2024 16:00,108
15632,24-02-2024 18:00,02-24-2024 15:00,24-02-2024 18:52,Bangalore,562,ILLEGAL POSSESSION,24,F,None,Other Crime,12,No,,
15633,24-02-2024 18:00,02-22-2024 09:00,22-02-2024 21:07,Patna,259,VEHICLE - STOLEN,11,F,Other,Violent Crime,14,Yes,02-04-2024 18:00,38
15634,24-02-2024 21:00,02-24-2024 04:00,24-02-2024 07:42,Kolkata,159,ASSAULT,20,M,Other,Violent Crime,10,No,,
15635,24-02-2024 23:00,02-24-2024 09:00,25-02-2024 06:37,Indore,347,ILLEGAL POSSESSION,42,F,Explosives,Other Crime,12,Yes,16-05-2024 23:00,82
15636,24-02-2024 23:00,02-23-2024 11:00,23-02-2024 13:04,Pune,267,FRAUD,73,F,Poison,Other Crime,7,No,,
15637,25-02-2024 04:00,02-24-2024 21:00,25-02-2024 05:14,Mumbai,262,DRUG OFFENSE,32,F,Firearm,Other Crime,1,No,,
15638,25-02-2024 04:00,02-22-2024 14:00,23-02-2024 06:29,Chennai,323,KIDNAPPING,75,M,Knife,Other Crime,8,Yes,09-04-2024 04:00,44
15639,25-02-2024 04:00,02-23-2024 18:00,23-02-2024 22:55,Delhi,374,DRUG OFFENSE,18,M,Firearm,Other Crime,13,Yes,16-04-2024 04:00,51
15640,25-02-2024 08:00,02-23-2024 00:00,23-02-2024 01:32,Ghaziabad,455,ROBBERY,54,M,Knife,Violent Crime,15,No,,
15641,25-02-2024 12:00,02-23-2024 12:00,23-02-2024 19:01,Ghaziabad,169,DRUG OFFENSE,14,M,Poison,Other Crime,5,No,,
15642,25-02-2024 13:00,02-22-2024 21:00,23-02-2024 04:54,Lucknow,561,EXTORTION,68,F,Blunt Object,Other Crime,17,Yes,07-03-2024 13:00,11
15643,25-02-2024 14:00,02-25-2024 01:00,25-02-2024 07:54,Agra,536,ILLEGAL POSSESSION,57,F,Explosives,Other Crime,13,Yes,10-03-2024 14:00,14
15644,25-02-2024 15:00,02-25-2024 10:00,25-02-2024 12:03,Mumbai,262,SEXUAL ASSAULT,36,M,Explosives,Violent Crime,11,No,,
15645,25-02-2024 16:00,02-24-2024 08:00,25-02-2024 06:09,Chennai,450,HOMICIDE,39,F,Firearm,Other Crime,2,Yes,18-02-2026 16:00,724
15646,25-02-2024 16:00,02-23-2024 10:00,23-02-2024 21:23,Lucknow,158,ROBBERY,36,F,Firearm,Violent Crime,19,Yes,23-07-2024 16:00,149
15647,25-02-2024 17:00,02-24-2024 13:00,24-02-2024 15:25,Chennai,195,FRAUD,12,F,Other,Other Crime,2,Yes,09-05-2024 17:00,74
15648,25-02-2024 20:00,02-24-2024 01:00,24-02-2024 15:03,Bangalore,554,EXTORTION,42,M,Explosives,Other Crime,14,Yes,21-05-2024 20:00,86
15649,25-02-2024 22:00,02-23-2024 09:00,24-02-2024 00:50,Kolkata,268,CYBERCRIME,25,F,Knife,Other Crime,5,Yes,31-03-2024 22:00,35
15650,26-02-2024 01:00,02-25-2024 13:00,25-02-2024 18:25,Mumbai,526,SEXUAL ASSAULT,50,F,Blunt Object,Violent Crime,18,No,,
15651,26-02-2024 02:00,02-25-2024 00:00,25-02-2024 20:57,Lucknow,425,DOMESTIC VIOLENCE,75,M,Explosives,Violent Crime,11,No,,
15652,26-02-2024 04:00,02-24-2024 03:00,25-02-2024 01:39,Thane,537,ASSAULT,26,F,None,Violent Crime,2,Yes,14-04-2024 04:00,48
15653,26-02-2024 08:00,02-25-2024 12:00,25-02-2024 15:01,Surat,567,ROBBERY,37,F,Explosives,Violent Crime,19,No,,
15654,26-02-2024 09:00,02-25-2024 08:00,25-02-2024 14:59,Bhopal,541,EXTORTION,79,F,None,Other Crime,3,No,,
15655,26-02-2024 11:00,02-24-2024 20:00,25-02-2024 03:35,Pune,206,IDENTITY THEFT,66,F,Other,Violent Crime,8,Yes,11-03-2024 11:00,14
15656,26-02-2024 13:00,02-26-2024 05:00,26-02-2024 23:45,Bangalore,110,ILLEGAL POSSESSION,61,F,Other,Other Crime,19,Yes,18-05-2024 13:00,82
15657,26-02-2024 13:00,02-26-2024 12:00,27-02-2024 00:18,Chennai,301,FIREARM OFFENSE,45,F,Other,Fire Accident,18,No,,
15658,26-02-2024 14:00,02-24-2024 19:00,25-02-2024 11:51,Delhi,336,ROBBERY,56,M,Blunt Object,Violent Crime,17,No,,
15659,26-02-2024 22:00,02-25-2024 15:00,25-02-2024 16:35,Patna,267,DOMESTIC VIOLENCE,33,M,Knife,Violent Crime,8,No,,
15660,26-02-2024 22:00,02-26-2024 06:00,27-02-2024 02:36,Chennai,363,ROBBERY,24,M,Blunt Object,Violent Crime,17,No,,
15661,26-02-2024 23:00,02-25-2024 20:00,26-02-2024 02:46,Indore,365,IDENTITY THEFT,43,F,Blunt Object,Violent Crime,18,No,,
15662,27-02-2024 08:00,02-25-2024 07:00,25-02-2024 11:30,Pune,369,ARSON,18,F,Knife,Fire Accident,5,Yes,30-03-2024 08:00,32
15663,27-02-2024 11:00,02-25-2024 09:00,26-02-2024 00:57,Jaipur,191,EXTORTION,72,F,Knife,Other Crime,1,Yes,15-04-2024 11:00,48
15664,27-02-2024 12:00,02-25-2024 23:00,26-02-2024 14:33,Hyderabad,443,DOMESTIC VIOLENCE,59,F,Firearm,Violent Crime,15,No,,
15665,27-02-2024 16:00,02-25-2024 04:00,25-02-2024 18:57,Delhi,250,ARSON,75,M,Poison,Fire Accident,9,Yes,22-05-2024 16:00,85
15666,27-02-2024 16:00,02-25-2024 05:00,26-02-2024 00:39,Delhi,466,FIREARM OFFENSE,13,F,Poison,Fire Accident,12,No,,
15667,27-02-2024 16:00,02-25-2024 17:00,26-02-2024 02:42,Chennai,106,ILLEGAL POSSESSION,60,F,Blunt Object,Other Crime,17,No,,
15668,27-02-2024 20:00,02-25-2024 18:00,26-02-2024 06:36,Jaipur,480,DRUG OFFENSE,64,F,Blunt Object,Other Crime,5,Yes,14-04-2024 20:00,47
15669,27-02-2024 21:00,02-25-2024 06:00,26-02-2024 03:05,Indore,330,EXTORTION,78,F,Other,Other Crime,17,No,,
15670,27-02-2024 22:00,02-25-2024 14:00,25-02-2024 16:25,Kolkata,307,HOMICIDE,36,M,Knife,Other Crime,11,No,,
15671,28-02-2024 03:00,02-26-2024 15:00,27-02-2024 14:51,Delhi,455,VEHICLE - STOLEN,12,F,Firearm,Violent Crime,9,No,,
15672,28-02-2024 06:00,02-27-2024 18:00,28-02-2024 03:27,Chennai,309,TRAFFIC VIOLATION,63,F,Explosives,Traffic Fatality,6,Yes,18-03-2024 06:00,19
15673,28-02-2024 06:00,02-26-2024 02:00,26-02-2024 22:16,Delhi,136,FRAUD,37,F,Knife,Other Crime,5,No,,
15674,28-02-2024 07:00,02-27-2024 17:00,28-02-2024 08:39,Jaipur,128,VEHICLE - STOLEN,34,F,Poison,Violent Crime,16,Yes,10-04-2024 07:00,42
15675,28-02-2024 12:00,02-27-2024 20:00,28-02-2024 16:35,Mumbai,385,SEXUAL ASSAULT,43,F,Poison,Violent Crime,16,No,,
15676,28-02-2024 15:00,02-27-2024 04:00,27-02-2024 16:29,Kanpur,499,ARSON,55,F,Blunt Object,Fire Accident,2,Yes,01-05-2024 15:00,63
15677,28-02-2024 19:00,02-26-2024 13:00,26-02-2024 14:07,Chennai,271,IDENTITY THEFT,10,F,Firearm,Violent Crime,19,No,,
15678,28-02-2024 21:00,02-25-2024 22:00,26-02-2024 21:12,Bangalore,435,VANDALISM,58,M,Explosives,Other Crime,7,Yes,31-03-2024 21:00,32
15679,28-02-2024 22:00,02-28-2024 21:00,29-02-2024 13:45,Bangalore,598,IDENTITY THEFT,63,F,Poison,Violent Crime,5,Yes,04-04-2024 22:00,36
15680,28-02-2024 23:00,02-28-2024 17:00,29-02-2024 14:27,Patna,317,ROBBERY,61,F,Firearm,Violent Crime,8,Yes,29-05-2024 23:00,91
15681,28-02-2024 23:00,02-28-2024 01:00,28-02-2024 21:47,Delhi,247,DOMESTIC VIOLENCE,61,F,Firearm,Violent Crime,14,Yes,03-05-2024 23:00,65
15682,29-02-2024 02:00,02-27-2024 02:00,27-02-2024 13:23,Lucknow,480,IDENTITY THEFT,20,F,Other,Violent Crime,15,Yes,18-03-2024 02:00,18
15683,29-02-2024 03:00,02-27-2024 00:00,27-02-2024 14:07,Visakhapatnam,259,EXTORTION,19,M,Blunt Object,Other Crime,12,No,,
15684,29-02-2024 03:00,02-26-2024 09:00,26-02-2024 20:45,Lucknow,474,SEXUAL ASSAULT,13,M,Other,Violent Crime,12,No,,
15685,29-02-2024 06:00,02-27-2024 12:00,27-02-2024 16:12,Ahmedabad,434,SHOPLIFTING,73,F,None,Other Crime,3,Yes,14-03-2024 06:00,14
15686,29-02-2024 07:00,02-27-2024 09:00,28-02-2024 07:40,Surat,246,ROBBERY,22,F,Blunt Object,Violent Crime,14,Yes,07-08-2024 07:00,160
15687,29-02-2024 07:00,02-27-2024 11:00,27-02-2024 12:53,Agra,109,COUNTERFEITING,17,F,None,Other Crime,10,No,,
15688,29-02-2024 09:00,02-26-2024 23:00,27-02-2024 14:29,Delhi,517,CYBERCRIME,64,F,Knife,Other Crime,5,Yes,07-04-2024 09:00,38
15689,29-02-2024 10:00,02-26-2024 16:00,26-02-2024 18:09,Jaipur,241,ASSAULT,35,M,Blunt Object,Violent Crime,8,No,,
15690,29-02-2024 12:00,02-27-2024 14:00,27-02-2024 17:34,Ghaziabad,426,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,3,Yes,02-04-2024 12:00,33
15691,29-02-2024 12:00,02-27-2024 08:00,27-02-2024 15:27,Chennai,520,DOMESTIC VIOLENCE,10,F,Poison,Violent Crime,13,No,,
15692,29-02-2024 15:00,02-29-2024 09:00,01-03-2024 04:33,Ludhiana,560,ASSAULT,25,M,Poison,Violent Crime,13,No,,
15693,29-02-2024 16:00,02-28-2024 08:00,28-02-2024 09:22,Bangalore,468,EXTORTION,10,F,Explosives,Other Crime,14,Yes,05-04-2024 16:00,36
15694,29-02-2024 17:00,02-29-2024 01:00,29-02-2024 18:19,Delhi,519,DRUG OFFENSE,73,M,Knife,Other Crime,3,Yes,18-05-2024 17:00,79
15695,29-02-2024 19:00,02-29-2024 07:00,29-02-2024 23:55,Mumbai,348,VANDALISM,53,F,Other,Other Crime,1,Yes,25-04-2024 19:00,56
15696,29-02-2024 20:00,02-27-2024 15:00,28-02-2024 02:45,Ahmedabad,275,DOMESTIC VIOLENCE,66,F,Blunt Object,Violent Crime,1,Yes,15-04-2024 20:00,46
15697,29-02-2024 20:00,02-27-2024 21:00,28-02-2024 04:40,Hyderabad,510,ASSAULT,16,M,Knife,Violent Crime,9,No,,
15698,29-02-2024 21:00,02-28-2024 11:00,29-02-2024 01:29,Ghaziabad,360,CYBERCRIME,19,M,Other,Other Crime,19,Yes,13-04-2024 21:00,44
15699,29-02-2024 23:00,02-28-2024 14:00,29-02-2024 05:20,Chennai,572,ARSON,76,F,Blunt Object,Fire Accident,4,No,,
15700,01-03-2024 00:00,02-28-2024 19:00,29-02-2024 17:25,Delhi,128,VANDALISM,30,F,Firearm,Other Crime,3,Yes,26-04-2024 00:00,56
15701,01-03-2024 10:00,02-27-2024 23:00,28-02-2024 09:33,Nagpur,344,EXTORTION,12,F,Knife,Other Crime,6,No,,
15702,01-03-2024 11:00,02-28-2024 05:00,29-02-2024 04:00,Kanpur,135,VANDALISM,37,F,None,Other Crime,11,Yes,20-03-2024 11:00,19
15703,01-03-2024 12:00,02-27-2024 22:00,28-02-2024 07:53,Meerut,522,FIREARM OFFENSE,22,M,Poison,Fire Accident,17,Yes,24-04-2024 12:00,54
15704,01-03-2024 15:00,02-28-2024 16:00,28-02-2024 18:52,Pune,402,SHOPLIFTING,32,F,Blunt Object,Other Crime,3,Yes,28-05-2024 15:00,88
15705,01-03-2024 16:00,02-29-2024 10:00,01-03-2024 08:02,Bhopal,430,SEXUAL ASSAULT,11,M,Blunt Object,Violent Crime,10,No,,
15706,01-03-2024 16:00,02-28-2024 15:00,29-02-2024 11:34,Chennai,287,SEXUAL ASSAULT,30,F,Blunt Object,Violent Crime,7,No,,
15707,01-03-2024 18:00,02-28-2024 06:00,28-02-2024 23:01,Pune,343,HOMICIDE,27,F,None,Other Crime,8,Yes,06-02-2025 18:00,342
15708,01-03-2024 19:00,02-28-2024 22:00,29-02-2024 09:42,Nagpur,520,ARSON,71,F,Knife,Fire Accident,15,Yes,29-05-2024 19:00,89
15709,01-03-2024 20:00,02-28-2024 04:00,28-02-2024 16:57,Agra,222,ASSAULT,15,F,Blunt Object,Violent Crime,11,Yes,09-05-2024 20:00,69
15710,01-03-2024 21:00,02-29-2024 15:00,01-03-2024 09:29,Bhopal,586,COUNTERFEITING,76,F,Knife,Other Crime,7,No,,
15711,01-03-2024 22:00,02-28-2024 07:00,28-02-2024 09:48,Delhi,233,PUBLIC INTOXICATION,68,F,Knife,Other Crime,14,Yes,11-03-2024 22:00,10
15712,01-03-2024 22:00,02-29-2024 04:00,29-02-2024 06:24,Delhi,317,CYBERCRIME,36,F,Explosives,Other Crime,7,No,,
15713,02-03-2024 01:00,02-29-2024 08:00,29-02-2024 23:08,Ahmedabad,416,COUNTERFEITING,21,M,Poison,Other Crime,5,No,,
15714,02-03-2024 04:00,03-01-2024 14:00,01-03-2024 22:49,Delhi,495,PUBLIC INTOXICATION,69,F,Firearm,Other Crime,1,Yes,13-03-2024 04:00,11
15715,02-03-2024 05:00,02-28-2024 10:00,29-02-2024 05:38,Visakhapatnam,340,SEXUAL ASSAULT,21,F,Blunt Object,Violent Crime,5,Yes,04-12-2025 05:00,642
15716,02-03-2024 08:00,02-29-2024 13:00,29-02-2024 22:35,Delhi,150,ILLEGAL POSSESSION,22,F,Firearm,Other Crime,14,No,,
15717,02-03-2024 09:00,02-28-2024 18:00,29-02-2024 01:14,Meerut,299,COUNTERFEITING,73,M,Blunt Object,Other Crime,13,No,,
15718,02-03-2024 10:00,02-29-2024 02:00,29-02-2024 02:31,Delhi,598,VANDALISM,15,F,Explosives,Other Crime,10,No,,
15719,02-03-2024 12:00,03-01-2024 04:00,01-03-2024 15:11,Delhi,587,ASSAULT,48,F,Other,Violent Crime,19,Yes,19-03-2024 12:00,17
15720,02-03-2024 14:00,03-01-2024 05:00,01-03-2024 08:52,Ahmedabad,210,TRAFFIC VIOLATION,59,F,Blunt Object,Traffic Fatality,1,Yes,16-03-2024 14:00,14
15721,02-03-2024 14:00,03-01-2024 21:00,02-03-2024 13:19,Meerut,440,FRAUD,29,F,Firearm,Other Crime,1,Yes,02-05-2024 14:00,61
15722,02-03-2024 15:00,03-02-2024 01:00,02-03-2024 06:02,Pune,148,IDENTITY THEFT,43,F,Knife,Violent Crime,15,Yes,09-05-2024 15:00,68
15723,02-03-2024 18:00,03-01-2024 17:00,02-03-2024 15:51,Bhopal,470,DOMESTIC VIOLENCE,43,F,Explosives,Violent Crime,10,No,,
15724,02-03-2024 20:00,03-01-2024 09:00,02-03-2024 04:46,Visakhapatnam,162,KIDNAPPING,70,M,Other,Other Crime,11,Yes,21-04-2024 20:00,50
15725,02-03-2024 20:00,03-02-2024 02:00,02-03-2024 07:58,Bangalore,279,VANDALISM,63,F,Firearm,Other Crime,5,No,,
15726,02-03-2024 20:00,02-29-2024 06:00,29-02-2024 08:25,Mumbai,105,BURGLARY,67,F,Other,Other Crime,17,Yes,13-06-2024 20:00,103
15727,02-03-2024 20:00,02-29-2024 11:00,29-02-2024 13:35,Delhi,305,ASSAULT,12,M,Knife,Violent Crime,4,No,,
15728,02-03-2024 20:00,03-01-2024 12:00,01-03-2024 18:00,Pune,216,DOMESTIC VIOLENCE,25,F,Poison,Violent Crime,7,Yes,22-05-2024 20:00,81
15729,02-03-2024 22:00,03-01-2024 18:00,01-03-2024 23:01,Hyderabad,263,VANDALISM,29,M,Poison,Other Crime,15,Yes,04-05-2024 22:00,63
15730,03-03-2024 00:00,03-02-2024 15:00,02-03-2024 20:38,Agra,246,EXTORTION,76,F,Other,Other Crime,11,Yes,15-04-2024 00:00,43
15731,03-03-2024 01:00,02-29-2024 21:00,01-03-2024 04:02,Delhi,342,SEXUAL ASSAULT,12,F,Blunt Object,Violent Crime,8,No,,
15732,03-03-2024 06:00,03-02-2024 04:00,02-03-2024 15:42,Ahmedabad,289,FIREARM OFFENSE,75,F,None,Fire Accident,10,Yes,11-04-2024 06:00,39
15733,03-03-2024 07:00,03-02-2024 11:00,02-03-2024 23:56,Visakhapatnam,298,VEHICLE - STOLEN,26,F,Explosives,Violent Crime,13,Yes,18-05-2024 07:00,76
15734,03-03-2024 08:00,03-02-2024 23:00,02-03-2024 23:32,Nashik,467,FRAUD,79,F,Knife,Other Crime,13,No,,
15735,03-03-2024 09:00,02-29-2024 17:00,01-03-2024 01:37,Nashik,385,FIREARM OFFENSE,44,F,Explosives,Fire Accident,14,No,,
15736,03-03-2024 10:00,03-01-2024 01:00,01-03-2024 22:31,Delhi,477,FIREARM OFFENSE,26,F,Explosives,Fire Accident,13,No,,
15737,03-03-2024 12:00,03-03-2024 08:00,03-03-2024 19:52,Mumbai,414,SEXUAL ASSAULT,48,M,None,Violent Crime,13,No,,
15738,03-03-2024 12:00,03-01-2024 06:00,02-03-2024 00:58,Hyderabad,208,VANDALISM,12,F,Knife,Other Crime,12,Yes,20-03-2024 12:00,17
15739,03-03-2024 15:00,03-01-2024 07:00,02-03-2024 06:37,Ahmedabad,435,TRAFFIC VIOLATION,51,F,Blunt Object,Traffic Fatality,4,Yes,22-03-2024 15:00,19
15740,03-03-2024 16:00,03-03-2024 04:00,04-03-2024 03:04,Delhi,343,FRAUD,56,F,Explosives,Other Crime,19,No,,
15741,04-03-2024 00:00,03-03-2024 16:00,03-03-2024 23:46,Delhi,415,ROBBERY,43,F,Blunt Object,Violent Crime,11,Yes,15-07-2024 00:00,133
15742,04-03-2024 04:00,03-03-2024 01:00,03-03-2024 18:54,Patna,553,KIDNAPPING,68,F,Firearm,Other Crime,5,Yes,07-05-2024 04:00,64
15743,04-03-2024 06:00,03-03-2024 00:00,03-03-2024 04:25,Lucknow,476,ILLEGAL POSSESSION,67,M,Poison,Other Crime,8,Yes,17-04-2024 06:00,44
15744,04-03-2024 08:00,03-04-2024 01:00,05-03-2024 00:45,Kolkata,298,CYBERCRIME,18,F,Explosives,Other Crime,6,No,,
15745,04-03-2024 11:00,03-03-2024 07:00,03-03-2024 09:55,Bangalore,564,ASSAULT,64,F,Blunt Object,Violent Crime,13,Yes,12-05-2024 11:00,69
15746,04-03-2024 14:00,03-02-2024 16:00,03-03-2024 15:58,Pune,136,ILLEGAL POSSESSION,49,F,Other,Other Crime,3,No,,
15747,04-03-2024 15:00,03-02-2024 03:00,02-03-2024 11:05,Surat,200,COUNTERFEITING,45,M,Blunt Object,Other Crime,18,No,,
15748,04-03-2024 16:00,03-02-2024 19:00,02-03-2024 21:24,Nagpur,451,VEHICLE - STOLEN,40,M,Poison,Violent Crime,15,Yes,22-03-2024 16:00,18
15749,04-03-2024 20:00,03-02-2024 06:00,03-03-2024 05:03,Mumbai,228,DOMESTIC VIOLENCE,51,F,Knife,Violent Crime,11,Yes,25-05-2024 20:00,82
15750,04-03-2024 22:00,03-04-2024 08:00,05-03-2024 05:11,Chennai,276,TRAFFIC VIOLATION,36,F,Knife,Traffic Fatality,14,No,,
15751,04-03-2024 22:00,03-02-2024 09:00,02-03-2024 18:12,Hyderabad,127,COUNTERFEITING,57,M,Explosives,Other Crime,2,No,,
15752,04-03-2024 23:00,03-03-2024 23:00,04-03-2024 22:42,Hyderabad,421,DOMESTIC VIOLENCE,58,F,Knife,Violent Crime,10,Yes,30-04-2024 23:00,57
15753,05-03-2024 00:00,03-03-2024 02:00,03-03-2024 19:25,Kolkata,450,COUNTERFEITING,58,F,Knife,Other Crime,16,No,,
15754,05-03-2024 01:00,03-03-2024 12:00,04-03-2024 07:25,Delhi,532,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,No,,
15755,05-03-2024 02:00,03-04-2024 22:00,05-03-2024 19:03,Agra,196,ROBBERY,49,M,Other,Violent Crime,19,Yes,04-04-2024 02:00,30
15756,05-03-2024 02:00,03-04-2024 14:00,05-03-2024 00:27,Delhi,501,ILLEGAL POSSESSION,43,F,Explosives,Other Crime,1,Yes,26-04-2024 02:00,52
15757,05-03-2024 04:00,03-03-2024 18:00,04-03-2024 09:52,Bangalore,305,TRAFFIC VIOLATION,35,F,Poison,Traffic Fatality,15,No,,
15758,05-03-2024 07:00,03-02-2024 17:00,03-03-2024 09:56,Mumbai,126,SHOPLIFTING,17,M,Poison,Other Crime,13,No,,
15759,05-03-2024 08:00,03-02-2024 21:00,03-03-2024 13:59,Pune,489,VANDALISM,53,M,Firearm,Other Crime,6,Yes,18-03-2024 08:00,13
15760,05-03-2024 10:00,03-04-2024 19:00,05-03-2024 04:19,Chennai,285,CYBERCRIME,79,F,None,Other Crime,15,No,,
15761,05-03-2024 10:00,03-05-2024 00:00,05-03-2024 06:10,Ludhiana,488,ASSAULT,43,F,None,Violent Crime,8,No,,
15762,05-03-2024 10:00,03-03-2024 06:00,03-03-2024 20:08,Hyderabad,313,DRUG OFFENSE,71,F,Poison,Other Crime,12,Yes,16-04-2024 10:00,42
15763,05-03-2024 13:00,03-04-2024 12:00,05-03-2024 01:52,Pune,542,COUNTERFEITING,59,F,Knife,Other Crime,5,No,,
15764,05-03-2024 16:00,03-05-2024 14:00,06-03-2024 00:26,Chennai,244,ILLEGAL POSSESSION,69,F,Blunt Object,Other Crime,17,No,,
15765,05-03-2024 17:00,03-04-2024 10:00,05-03-2024 03:33,Delhi,586,COUNTERFEITING,63,F,Other,Other Crime,11,No,,
15766,05-03-2024 19:00,03-05-2024 08:00,05-03-2024 23:36,Nagpur,288,SHOPLIFTING,74,F,Poison,Other Crime,11,Yes,18-03-2024 19:00,13
15767,05-03-2024 21:00,03-04-2024 18:00,04-03-2024 21:36,Chennai,357,ARSON,59,M,Explosives,Fire Accident,9,Yes,21-04-2024 21:00,47
15768,05-03-2024 22:00,03-04-2024 05:00,04-03-2024 22:39,Ahmedabad,135,CYBERCRIME,23,F,Poison,Other Crime,5,No,,
15769,05-03-2024 23:00,03-03-2024 21:00,04-03-2024 19:42,Nagpur,146,CYBERCRIME,65,M,Blunt Object,Other Crime,1,Yes,31-05-2024 23:00,87
15770,06-03-2024 00:00,03-03-2024 22:00,04-03-2024 10:23,Delhi,476,COUNTERFEITING,23,F,None,Other Crime,13,No,,
15771,06-03-2024 00:00,03-04-2024 06:00,04-03-2024 23:36,Delhi,505,SHOPLIFTING,34,M,None,Other Crime,14,No,,
15772,06-03-2024 03:00,03-03-2024 20:00,04-03-2024 00:59,Varanasi,271,BURGLARY,77,F,Explosives,Other Crime,5,Yes,26-04-2024 03:00,51
15773,06-03-2024 09:00,03-04-2024 04:00,04-03-2024 20:48,Ahmedabad,229,ARSON,11,M,Knife,Fire Accident,14,No,,
15774,06-03-2024 10:00,03-06-2024 08:00,07-03-2024 01:37,Delhi,126,EXTORTION,58,M,Knife,Other Crime,14,No,,
15775,06-03-2024 12:00,03-04-2024 15:00,04-03-2024 19:28,Faridabad,419,ASSAULT,74,F,None,Violent Crime,11,No,,
15776,06-03-2024 14:00,03-06-2024 03:00,06-03-2024 14:02,Pune,266,ROBBERY,32,F,Explosives,Violent Crime,14,Yes,10-08-2024 14:00,157
15777,06-03-2024 15:00,03-04-2024 00:00,04-03-2024 14:05,Chennai,186,ASSAULT,20,F,Firearm,Violent Crime,17,Yes,28-04-2024 15:00,53
15778,06-03-2024 15:00,03-04-2024 07:00,05-03-2024 05:40,Mumbai,347,TRAFFIC VIOLATION,27,M,Knife,Traffic Fatality,8,No,,
15779,06-03-2024 16:00,03-04-2024 09:00,04-03-2024 23:04,Delhi,321,PUBLIC INTOXICATION,27,F,Other,Other Crime,18,No,,
15780,06-03-2024 18:00,03-05-2024 18:00,05-03-2024 18:17,Bangalore,388,SHOPLIFTING,71,M,Knife,Other Crime,1,No,,
15781,06-03-2024 19:00,03-05-2024 06:00,05-03-2024 15:19,Chennai,385,PUBLIC INTOXICATION,34,F,Explosives,Other Crime,10,Yes,02-04-2024 19:00,27
15782,06-03-2024 21:00,03-04-2024 13:00,05-03-2024 08:10,Ahmedabad,449,BURGLARY,27,F,Explosives,Other Crime,7,Yes,05-08-2024 21:00,152
